"","France","Germany","Italy","Japan","United.Kingdom","United.States"
"2011-03-28",100.070982634069,99.9029216225112,100.126917409046,98.3454509190638,98.9035996696993,94.5224873673186
"2011-04-04",100.299777821626,99.8608899408285,100.471449990136,95.1605526421137,100.134715729883,94.106659265585
"2011-04-11",100.628993685872,100.23989112426,100.801157624778,95.8839063250601,99.6502515163769,93.6975345858241
"2011-04-18",100.442570244673,99.9872236686388,100.616441901756,97.3441162930344,99.9651532551556,93.1906191289496
"2011-04-25",100.906645619574,100.518220118343,101.091141448017,97.5505132105685,99.8763348160129,92.4941093082835
"2011-05-02",100.885137254902,100.415533842037,101.106417029703,98.3985050229201,99.2974198303715,92.7306963865726
"2011-05-09",99.8632549019609,99.1926112377366,100.051055445545,98.8983704281673,100.113170234249,93.5658554629036
"2011-05-16",99.7820588235294,99.1217171737192,99.9677374257424,98.56,99.8001966882067,94.1566754329699
"2011-05-23",99.5661960784314,98.8893421861064,99.7614261386139,98.3216026528821,100.464508279483,94.3569533889245
"2011-05-30",100.093981300359,99.4998092763931,100.297987961431,98.4148452881715,100.07485399583,93.4398882282638
"2011-06-06",100.572247624703,100.058983359746,100.796952305561,99.2512746976294,99.0374565860626,93.2218213675214
"2011-06-13",99.9299554631829,99.2957163232964,100.133579259846,99.2416820512821,99.4550892766044,93.9241213675214
"2011-06-20",99.9933917260492,99.386440570523,100.213025133584,99.5141132075472,98.6299116416692,93.8781017094017
"2011-06-27",100.123568696,99.7051234125305,100.509167756663,98.7747073807628,97.7318812642148,93.7200747570139
"2011-07-04",99.5086088080326,99.5945657370517,100.558451138284,97.8727397470295,97.8892112157184,93.1799612986454
